eprewmean,eplenmean,explained_variance,policy_entropy,value_loss,policy_loss,time_elapsed,fps,serial_timesteps,nupdates,approxkl,total_timesteps,clipfrac
23.984161166666667,1501.0,0.018729567527770996,1.5835127,0.14255384,-0.00016112109,1399.8733582496643,470,88576,173,5.5331435e-05,708608,0.0
23.984161166666667,1501.0,-0.38711678981781006,1.5905403,0.00036336656,-0.0012684788,1406.9895176887512,575,89088,174,0.0003260577,712704,0.0
23.984161166666667,1501.0,0.1727849245071411,1.5863594,0.0001625718,-0.0004278142,1413.77152633667,604,89600,175,0.00012953502,716800,0.0
23.147449176666665,1501.0,0.004761815071105957,1.5857419,3.901551,-2.2769242e-05,1422.3647134304047,476,90112,176,5.9005808e-05,720896,0.0
23.147449176666665,1501.0,0.13936907052993774,1.5896658,0.0002462263,-8.367128e-05,1429.8950941562653,543,90624,177,3.6891364e-05,724992,0.0
23.147449176666665,1501.0,0.393734335899353,1.5877901,0.00020840768,-8.7295695e-05,1437.1632425785065,563,91136,178,6.7900284e-05,729088,0.0
23.141753663333333,1501.0,0.43907296657562256,1.5896202,0.0015060989,-0.00074993324,1446.1365475654602,456,91648,179,0.00021505973,733184,0.0
23.141753663333333,1501.0,-0.1203075647354126,1.591426,0.00011243774,-0.00022457498,1453.3719038963318,566,92160,180,7.447448e-05,737280,0.0
23.141753663333333,1501.0,0.5405970215797424,1.5923079,4.5177698e-05,-0.000532609,1460.3096237182617,590,92672,181,0.00019336781,741376,0.0
23.141753663333333,1501.0,0.5518292188644409,1.5931779,0.00018115893,-0.0005106271,1468.9004077911377,476,93184,182,0.00012908904,745472,0.0
23.141753663333333,1501.0,0.33332914113998413,1.5898565,0.000253712,-0.00040250542,1475.643662929535,607,93696,183,0.000111863024,749568,0.0
23.141753663333333,1501.0,0.2256731390953064,1.5907482,0.00012525453,-0.00036581125,1482.637570142746,585,94208,184,0.00012232547,753664,0.0
