nupdates,total_timesteps,approxkl,policy_loss,value_loss,eplenmean,explained_variance,fps,serial_timesteps,eprewmean,time_elapsed,clipfrac,policy_entropy
609,1247232,0.009004528,-0.0043622195,0.0011355128,1501.0,-5.346489906311035,319,1247232,0.0,4010.967489004135,0.105322264,1.0548054
610,1249280,0.010317762,-0.0016122258,0.00022205726,1501.0,0.31927579641342163,357,1249280,0.0,4016.69180727005,0.1415039,1.1214515
611,1251328,0.008037141,-0.00481068,0.00039927446,1501.0,-3.7527151107788086,346,1251328,0.0,4022.599207162857,0.10048828,1.194312
612,1253376,0.011858487,-0.004070434,0.00090259744,1498.43,-0.0035064220428466797,318,1253376,0.0,4029.02454662323,0.18066406,1.0859437
613,1255424,0.012477712,-0.007267901,6.697021e-05,1494.2,0.8472869098186493,295,1255424,0.0,4035.9512016773224,0.17988281,1.0816191
614,1257472,0.0110376375,-0.00046729413,0.0005958814,1494.2,-1.601689100265503,337,1257472,0.0,4042.024034023285,0.15776367,1.1153078
615,1259520,0.009431066,-0.0017474977,0.0006731228,1494.2,-11854.3818359375,352,1259520,0.0,4047.839164018631,0.11552735,1.1856562
616,1261568,0.007821069,0.00033915127,0.00045109037,1494.2,-9870.8896484375,341,1261568,0.0,4053.83461022377,0.08935547,1.1527709
617,1263616,0.013677682,-0.00319416,0.00018013259,1494.2,-17488.7109375,363,1263616,0.0,4059.474689722061,0.18432617,1.2256578
618,1265664,0.005617077,0.0013349822,0.0007812431,1494.2,-15.985807418823242,319,1265664,0.0,4065.8873426914215,0.051123045,1.2680627
619,1267712,0.013141414,-0.011625031,0.00018489956,1488.51,-3.7150802612304688,329,1267712,0.0,4072.098564147949,0.14135742,1.0856134
620,1269760,0.011497072,-0.0016474826,0.00025780872,1488.51,-587.3179321289062,337,1269760,0.0,4078.175046443939,0.13618164,1.1904125
621,1271808,0.011484606,-0.007130905,0.00014033864,1488.51,0.6418933868408203,342,1271808,0.0,4084.1508440971375,0.14477539,1.1325352
622,1273856,0.015370774,0.00042218837,0.0010152117,1476.84,-0.2596803903579712,305,1273856,0.0,4090.845732688904,0.13227539,0.8685198
623,1275904,0.027135748,-0.0018133627,0.0009885551,1476.84,-58.840476989746094,323,1275904,0.0,4097.178105354309,0.07446289,1.19324
624,1277952,0.010863853,-0.0031526883,0.0041605667,1467.11,0.8402279168367386,284,1277952,0.0,4104.36671090126,0.109228514,0.84760267
625,1280000,0.0077768997,0.0021118124,0.014911416,1460.78,0.6931953728199005,336,1280000,0.0,4110.446578979492,0.08461914,0.8620547
626,1282048,0.013193543,-0.0038158235,0.00058693194,1460.78,-165.47943115234375,333,1282048,0.0,4116.590281486511,0.15756837,1.062985
627,1284096,0.0077274134,-0.0036686542,0.000384351,1460.78,0.07377678155899048,351,1284096,0.0,4122.411546468735,0.08896484,1.1296636
628,1286144,0.009985605,-0.009959482,0.00013963456,1460.78,0.6108641624450684,344,1286144,0.0,4128.352853059769,0.1428711,1.1347468
629,1288192,0.012660643,-0.007708531,0.0007052536,1453.74,-0.4487488269805908,312,1288192,0.0,4134.915306568146,0.16137695,0.85746396
630,1290240,0.01584111,-0.00799997,0.001463148,1453.74,-2.7444419860839844,335,1290240,0.0,4141.027755737305,0.13208008,1.0802801
631,1292288,0.0075015477,-0.004298223,0.00036056445,1453.74,-0.6922135353088379,357,1292288,0.0,4146.75155711174,0.09511719,1.0971553
632,1294336,0.008582633,-0.0050626597,0.0006210754,1453.74,-10.074699401855469,354,1294336,0.0,4152.524744272232,0.12045898,1.0827168
633,1296384,0.008518839,-0.004942111,0.00041049425,1453.74,-0.11041593551635742,323,1296384,0.0,4158.861432790756,0.103759766,1.0677232
634,1298432,0.01891143,-0.0023871227,0.00018082056,1453.74,-104.88834381103516,330,1298432,0.0,4165.05820441246,0.1703125,1.1250346
635,1300480,0.00817945,-0.008746946,4.829906e-05,1453.74,0.6201547682285309,362,1300480,0.0,4170.708385229111,0.10864258,1.1739914
636,1302528,0.011881262,-0.012173323,0.00034704758,1453.74,-0.10287714004516602,346,1302528,0.0,4176.625260353088,0.15996094,1.095663
637,1304576,0.0071449615,-0.004835205,0.0003300366,1453.74,-0.6431947946548462,339,1304576,0.0,4182.66158080101,0.095947266,1.0867174
638,1306624,0.0060853064,-0.0036028165,0.0004692797,1443.88,-1.0190343856811523,312,1306624,0.0,4189.224838972092,0.071777344,0.8682748
639,1308672,0.009735314,0.0016022535,0.00034580377,1443.88,-39.0386848449707,330,1308672,0.0,4195.4284653663635,0.10668945,1.2027054
640,1310720,0.009502287,-0.0065749595,0.0006329587,1443.88,-2.756269693374634,349,1310720,0.0,4201.283169269562,0.13691406,1.125305
641,1312768,0.011001778,-0.001646316,0.00033214752,1443.88,-1056.7552490234375,347,1312768,0.0,4207.176266908646,0.14936523,1.1456091
642,1314816,0.008842415,0.0016235888,0.0004298931,1443.88,-725.3240966796875,322,1314816,0.0,4213.522106170654,0.1184082,1.1889119
643,1316864,0.008413583,-0.0114209065,5.5937628e-05,1436.19,0.23221498727798462,318,1316864,0.0,4219.943784952164,0.099169925,0.99932545
644,1318912,0.0061830557,-0.0049054874,8.788305e-05,1432.34,-0.16581273078918457,313,1318912,0.0,4226.472433567047,0.07490234,0.9559001
645,1320960,0.02949838,-0.0069955243,0.00048753797,1432.34,-596.67724609375,333,1320960,0.0,4232.621274471283,0.107470706,1.1317769
646,1323008,0.00713766,-0.0031609838,0.00028000626,1424.55,-1.5290741920471191,325,1323008,0.0,4238.922714471817,0.09418945,1.0077116
647,1325056,0.00932266,-0.0014119509,9.732897,1409.94,-0.050788164138793945,293,1325056,1.58,4245.909732341766,0.10629883,0.97593194
648,1327104,0.009849692,-0.0007400202,0.00017727829,1409.94,-5071.54052734375,336,1327104,1.58,4251.999903202057,0.12265625,1.2065921
649,1329152,0.010993503,-0.007872068,0.00017694032,1409.94,-17085.880859375,357,1329152,1.58,4257.736531019211,0.16079101,1.1527226
650,1331200,0.012406082,-0.008439468,17.410036,1396.35,-0.003868579864501953,296,1331200,4.49,4264.635554075241,0.14248046,0.92323697
651,1333248,0.012063431,-0.009100147,0.0004969005,1386.68,0.13882440328598022,320,1333248,4.49,4271.018234014511,0.13588867,1.0035253
652,1335296,0.021663247,0.029333819,0.00038489056,1377.32,0.8237078934907913,331,1335296,4.49,4277.195581197739,0.16171876,1.0064886
653,1337344,0.009338234,0.0022389286,0.49652687,1366.79,-0.02309727668762207,320,1337344,4.49,4283.5813064575195,0.107470706,0.9718795
654,1339392,0.02096829,-0.0082233995,3.1866906,1338.01,0.057673752307891846,283,1339392,5.4,4290.805503129959,0.18247071,0.9236566
655,1341440,0.00966439,0.009873966,0.0012543167,1316.77,0.09291332960128784,289,1341440,5.4,4297.874271631241,0.107666016,0.85650957
656,1343488,0.011422371,-0.0014354165,3.943081,1300.13,0.062340617179870605,339,1343488,6.16,4303.907044172287,0.13999024,0.94274455
657,1345536,0.009369786,-0.0039703045,0.0007609956,1296.98,-301.261962890625,336,1345536,6.16,4309.992646932602,0.12822266,1.2017101
658,1347584,0.012549805,-0.0024410742,13.347084,1278.23,0.10203373432159424,296,1347584,8.42,4316.893908023834,0.15439454,0.88064194
659,1349632,0.008242343,0.0019420628,0.0008873463,1265.78,0.3125574588775635,323,1349632,8.42,4323.2186851501465,0.10268555,1.0570999
660,1351680,0.027415553,0.007869678,0.00038617867,1257.85,-1021.501953125,324,1351680,8.42,4329.521537780762,0.2836426,1.1699988
661,1353728,0.024964208,-0.028232688,0.0003948308,1248.12,0.9102704674005508,311,1353728,8.42,4336.0869352817535,0.2277832,1.0593299
662,1355776,0.013287343,-0.005155512,0.00049504393,1238.73,0.4234657883644104,311,1355776,8.42,4342.6587743759155,0.1650879,1.0548842
663,1357824,0.014554428,-0.011386511,0.00017936049,1234.49,0.37260615825653076,318,1357824,8.42,4349.088692903519,0.20722656,1.0545839
664,1359872,0.016579354,-0.014660871,0.00027247728,1229.16,-0.16298305988311768,318,1359872,8.42,4355.528162956238,0.18051758,1.1778373
665,1361920,0.01624867,-0.014224736,0.0018788772,1222.83,0.8658016920089722,311,1361920,8.42,4362.105127334595,0.19750977,1.055743
666,1363968,0.011112144,-0.0048180195,6.0851635e-05,1222.83,0.7496391236782074,344,1363968,8.42,4368.049601078033,0.15390626,1.1779209
667,1366016,0.009724936,-0.006931239,0.0005238607,1218.53,0.4079936742782593,311,1366016,8.42,4374.618150949478,0.12768555,1.1446741
668,1368064,0.013244602,-0.010934246,0.00014976531,1218.53,0.5996572375297546,360,1368064,8.42,4380.296235084534,0.15214844,1.2119838
669,1370112,0.011338482,-0.004022321,22.433218,1218.5,0.07769250869750977,303,1370112,11.99,4387.039973974228,0.13608399,1.1810215
670,1372160,0.015587056,-0.0087054605,0.00018024877,1218.5,0.7856370210647583,355,1372160,11.99,4392.793284416199,0.16674805,1.2108539
671,1374208,0.013620138,-0.0031762745,0.0010337,1203.57,0.39034342765808105,314,1374208,11.99,4399.304702997208,0.18344727,1.1017734
672,1376256,0.022940561,-0.009100658,13.816032,1196.54,0.11378467082977295,294,1376256,14.43,4406.256531953812,0.19013672,0.9871928
673,1378304,0.32171732,-0.0027725706,2.7129967,1188.27,0.17535161972045898,304,1378304,15.02,4412.987945318222,0.24091797,1.0422114
674,1380352,0.06965758,0.0007156191,0.009270341,1159.76,0.6084153056144714,279,1380352,15.02,4420.30367398262,0.14658204,0.949803
675,1382400,0.0067868987,0.0024364349,0.00093566097,1137.48,0.9490191116929054,282,1382400,15.02,4427.550973415375,0.076367185,0.9844211
676,1384448,0.012014201,-0.006239375,26.0552,1120.93,0.11517542600631714,268,1384448,19.37,4435.179224014282,0.15253906,0.8888391
677,1386496,0.021347376,-0.007468149,0.0006239248,1104.06,-50.968936920166016,288,1386496,19.37,4442.281482934952,0.1890625,1.041735
678,1388544,0.01054435,-0.0060634976,0.00029117274,1095.57,-0.2702263593673706,290,1388544,19.37,4449.320817947388,0.13447265,1.0282035
679,1390592,0.01116641,-0.0022099288,0.0013759542,1073.27,0.4806898236274719,289,1390592,19.37,4456.405162334442,0.13671875,1.1056712
680,1392640,0.011949797,-0.0062255017,0.0004172727,1059.7,-0.29455864429473877,324,1392640,19.37,4462.7208132743835,0.13671875,0.9716135
681,1394688,0.016504252,-0.004970705,4.8435364,1053.98,0.24241411685943604,305,1394688,19.37,4469.423916816711,0.18471679,0.93251544
682,1396736,0.015741717,-0.002980116,8.056669,1046.79,0.13620299100875854,325,1396736,21.07,4475.72576546669,0.12929687,1.0100774
683,1398784,0.009422648,-0.0011200085,14.799734,1011.03,0.07148957252502441,277,1398784,25.06,4483.109528541565,0.111523435,0.78336686
684,1400832,0.014202128,-0.0017213894,0.015283778,1001.58,0.868105098605156,325,1400832,25.06,4489.407171964645,0.15981445,1.1609901
685,1402880,0.013194701,-0.0005866256,6.5514,975.05,0.13526016473770142,296,1402880,26.39,4496.3192410469055,0.13574219,0.8389188
686,1404928,0.010791836,-0.004111889,17.98406,973.23,0.1368008255958557,321,1404928,29.51,4502.693982839584,0.14384766,1.0035765
687,1406976,0.008475334,-0.00065479625,13.622391,937.64,0.02198922634124756,277,1406976,31.82,4510.070673465729,0.09770508,0.8908655
688,1409024,0.010794804,-0.004501615,21.74072,918.52,0.08505773544311523,291,1409024,35.45,4517.101006269455,0.14013672,0.83337545
689,1411072,0.009994985,-0.0037568181,0.00066629605,892.87,-0.015130043029785156,286,1411072,35.45,4524.238296747208,0.115673825,1.0062312
690,1413120,0.017452717,-0.015275689,0.0008693336,868.59,-2.984647512435913,289,1413120,33.87,4531.304356336594,0.17705078,1.0099585
691,1415168,0.08547962,-0.0037565934,0.0004316865,849.07,-0.6410877704620361,302,1415168,31.98,4538.080579519272,0.117089845,1.0392554
692,1417216,0.00896595,-0.0018976347,0.0005104074,840.46,-1085.76953125,289,1417216,30.96,4545.152437210083,0.12192383,1.068466
693,1419264,0.01133108,-0.002413693,0.00016753691,829.65,0.9587037116289139,278,1419264,30.96,4552.519633769989,0.14052734,1.0009797
694,1421312,0.016455496,0.001902841,1.8193601,829.59,0.242669939994812,294,1421312,30.5,4559.476151227951,0.1737793,1.1391034
695,1423360,0.011331863,-0.0058070538,0.0005547643,828.01,-4.75606107711792,300,1423360,30.5,4566.29395198822,0.14169922,1.0784204
696,1425408,0.012411866,-0.00075537886,11.301058,825.57,0.09925347566604614,296,1425408,31.63,4573.200669765472,0.14536133,0.9279623
697,1427456,0.009914372,-0.001588195,19.245495,803.78,0.1371225118637085,274,1427456,32.69,4580.654847145081,0.11586914,0.9002533
698,1429504,0.017912457,0.003847809,0.00053872087,789.76,0.3249242305755615,278,1429504,32.69,4587.999076604843,0.15952149,1.0700172
699,1431552,0.015692126,-0.013388345,4.818581e-05,783.62,0.7021841704845428,284,1431552,32.69,4595.204953670502,0.18999024,1.1906332
700,1433600,0.018683327,-0.0008897313,1.8708391,785.0,0.18629121780395508,296,1433600,32.69,4602.112416505814,0.17939453,1.1159431
701,1435648,0.03151152,-0.008802681,14.381231,764.62,0.17949414253234863,261,1435648,35.6,4609.93336057663,0.18881837,0.8839348
