eprewmean,policy_loss,total_timesteps,nupdates,clipfrac,eplenmean,approxkl,fps,policy_entropy,explained_variance,serial_timesteps,time_elapsed,value_loss
6.838745526666667,-0.00024658977,282000,141,0.0,23.376666666666665,0.00024747546,658,0.62323636,0.16877317428588867,141000,375.6590392589569,4.9614887
7.026739113333333,-0.00030579898,284000,142,0.0057999995,23.183333333333334,0.00089123385,675,0.64135146,0.170482337474823,142000,378.6204092502594,4.220139
6.67476961,-0.0013608289,286000,143,0.0117999995,22.783333333333335,0.0013681693,730,0.6537434,0.1757025122642517,143000,381.35709714889526,6.0057817
7.089175146666666,-0.00077712594,288000,144,0.0024999997,22.48,0.0005014215,730,0.6404477,0.2248237133026123,144000,384.0957016944885,3.827903
6.74512849,-0.0010727883,290000,145,0.006,22.346666666666668,0.00081465836,732,0.65893334,0.18869411945343018,145000,386.8252077102661,6.961657
6.499264719999999,-0.001106966,292000,146,0.014900002,22.55,0.0015463723,724,0.5940394,0.16748815774917603,146000,389.5880825519562,4.7043233
6.7114405066666665,-0.00034851235,294000,147,0.00059999997,23.14666666666667,0.0002694361,683,0.5738313,0.26049643754959106,147000,392.5133662223816,5.3792424
7.091043916666667,-0.00058751384,296000,148,0.0,23.503333333333334,0.00031742602,684,0.59952337,0.21079057455062866,148000,395.43435764312744,4.7703643
7.018392989999999,-0.00015051935,298000,149,0.0019000003,23.586666666666666,0.00049476494,750,0.62366736,0.1560773253440857,149000,398.0988266468048,5.2934003
7.0944366966666665,-0.0006286313,300000,150,0.0023999999,23.203333333333333,0.00045256817,761,0.63836205,0.2697833776473999,150000,400.7262771129608,4.224716
6.902845296666667,-0.00058112445,302000,151,0.0,23.033333333333335,0.00031215802,733,0.6468476,0.2331686019897461,151000,403.45514941215515,5.6428556
7.0356062800000005,-0.0006243771,304000,152,0.0032,23.036666666666665,0.00048216377,726,0.6579927,0.17200475931167603,152000,406.20920753479004,3.8335693
6.980793236666668,-0.0032987106,306000,153,0.039099995,23.27,0.0035224021,737,0.63207304,0.2623857259750366,153000,408.9197955131531,4.9235463
7.06789096,-0.0005295981,308000,154,0.0106999995,22.683333333333334,0.0014058125,654,0.6116922,0.2506142854690552,154000,411.9759030342102,5.1926866
7.095634783333333,-0.0009583793,310000,155,0.008799999,23.186666666666667,0.0007784763,729,0.6008962,0.18082141876220703,155000,414.7194118499756,4.392002
6.8936526800000015,-0.00028401308,312000,156,0.0007999999,23.633333333333333,0.00032379027,729,0.62489,0.30359601974487305,156000,417.4616856575012,6.6837645
6.218870316666666,-0.0009207992,314000,157,0.0027,23.72,0.00051357644,741,0.6163142,0.241554856300354,157000,420.16076469421387,7.485921
6.114034906666666,-0.0005505551,316000,158,0.0,23.966666666666665,0.00015393614,740,0.58099383,0.3018460273742676,158000,422.86207818984985,5.200027
5.964943493333333,-0.0008765804,318000,159,0.0026999998,23.826666666666668,0.00054503395,644,0.59543747,0.24182593822479248,159000,425.96435618400574,6.382215
6.16247669,-0.00042506304,320000,160,0.0008,23.98,0.00039382523,708,0.5664575,0.21391570568084717,160000,428.7890124320984,5.2254753
6.733931313333333,-0.000647385,322000,161,0.008300001,24.596666666666668,0.00058881444,756,0.55834913,0.28668105602264404,161000,431.4324815273285,3.620877
6.491628516666666,-0.0004909607,324000,162,0.0,24.86,0.00011661902,716,0.5567449,0.19475990533828735,162000,434.2254304885864,4.9841533
6.949655776666667,-0.00039136288,326000,163,0.0063,25.21,0.0006042441,730,0.601996,0.2645450234413147,163000,436.9631760120392,3.4422643
7.207333113333332,-0.0018536669,328000,164,0.0155,25.286666666666665,0.0017203504,733,0.5835022,0.24727535247802734,164000,439.6906621456146,3.6354012
6.890777110000001,-0.00041108046,330000,165,0.00059999997,25.576666666666668,0.00033939414,715,0.56075525,0.24908357858657837,165000,442.4860990047455,5.0259213
7.034057293333333,-0.0010773153,332000,166,0.008699999,25.606666666666666,0.0009808156,723,0.61510587,0.34144699573516846,166000,445.2494812011719,3.6408503
6.837199716666667,-0.00030174342,334000,167,0.00029999999,24.906666666666666,0.00013319953,756,0.6062763,0.2981105446815491,167000,447.8951587677002,4.92461
7.042651873333334,-0.002174271,336000,168,0.027599998,24.46,0.0026199194,764,0.57729495,0.20933949947357178,168000,450.5134255886078,4.0468073
7.016654856666667,-0.0006541064,338000,169,0.0045000003,24.286666666666665,0.0006800425,771,0.5771704,0.2533986568450928,169000,453.106077671051,6.243264
6.780874336666667,-0.0022059106,340000,170,0.022399997,24.496666666666666,0.0014587325,775,0.59523886,0.27159470319747925,170000,455.6847252845764,4.446828
6.384353753333334,-0.0012445283,342000,171,0.0027,24.796666666666667,0.00038537927,654,0.63498574,0.2779943346977234,171000,458.74308228492737,5.1011877
6.1714504,-0.0009808275,344000,172,0.0006999999,24.053333333333335,0.00031611178,693,0.65460414,0.3038317561149597,172000,461.6262044906616,5.243393
6.134729386666666,-0.00083079556,346000,173,0.0022999998,23.826666666666668,0.00055859314,719,0.6396513,0.2424626350402832,173000,464.4058678150177,7.1499505
6.188763426666667,-0.0002935806,348000,174,0.0039,23.553333333333335,0.00048507634,762,0.6407021,0.27948397397994995,174000,467.0303692817688,4.292887
6.492712356666667,-0.0003579077,350000,175,1e-04,23.523333333333333,6.9621965e-05,699,0.64573455,0.28867393732070923,175000,469.8920519351959,4.0003667
6.943775733333333,-0.00113375,352000,176,0.0111,23.30666666666667,0.0010243945,751,0.6859458,0.2342807650566101,176000,472.55344343185425,4.104107
6.876598680000001,-0.0008319196,354000,177,0.0034999999,23.163333333333334,0.00079485704,746,0.67252535,0.28586244583129883,177000,475.2328336238861,6.1052537
6.902761663333334,-0.0005444738,356000,178,0.004,23.123333333333335,0.0006999555,645,0.6398642,0.2953166365623474,178000,478.3298122882843,4.449409
6.483116533333334,-0.0014279756,358000,179,0.016099997,23.863333333333333,0.0011235959,677,0.62199473,0.38541823625564575,179000,481.2832131385803,5.8669105
6.494172456666667,-0.0006426083,360000,180,0.0034999996,24.0,0.0011756668,741,0.61555845,0.2874974012374878,180000,483.98226284980774,4.5548296
6.805458583333334,-0.00021784015,362000,181,0.0017,24.486666666666668,0.0003053088,771,0.59254366,0.24972325563430786,181000,486.57502913475037,4.071609
6.7156545,-0.000471698,364000,182,0.0007999999,25.346666666666668,0.00013861606,784,0.5449007,0.37108922004699707,182000,489.1240918636322,4.257392
6.948583263333333,-0.0009439622,366000,183,0.0078,25.19,0.00072101987,778,0.57267404,0.30716800689697266,183000,491.6948070526123,4.2543354
6.79677138,-0.0019138987,368000,184,0.016599998,25.336666666666666,0.0017609511,737,0.5537349,0.2539740800857544,184000,494.4079749584198,5.2619762
