serial_timesteps,total_timesteps,value_loss,time_elapsed,nupdates,clipfrac,fps,policy_loss,explained_variance,policy_entropy,approxkl,eprewmean,eplenmean
1194000,1194000,19.976265,3270.374034881592,796,0.0,382,-0.0011650748,0.9546723514795303,0.904765,0.0009880662,415.927039,872.0
1195500,1195500,21.819143,3274.665783405304,797,0.029399991,349,-0.0020890867,0.9523881897330284,0.99916875,0.0024639012,892.798989,1488.0
1197000,1197000,12.311041,3278.6644563674927,798,0.022399997,375,-0.0020949896,0.9813563115894794,0.40940174,0.0018967189,660.234014,1136.0
1198500,1198500,4150.3936,3282.739098072052,799,0.007733333,368,-0.00089682604,0.2022746205329895,0.81537765,0.0016802415,1829.838799,1319.0
1200000,1200000,6.767227,3287.516780614853,800,0.0010666667,313,-0.0007831551,0.9019343480467796,0.31142795,0.00036254537,0.0,976.0
1201500,1201500,2.0889897,3291.7390129566193,801,0.026866652,355,-0.005191609,0.994818729814142,0.49344605,0.002588341,40.570195,891.0
1203000,1203000,44.6059,3296.253033399582,802,0.0029333336,332,-0.0010553835,0.9369617253541946,0.8619565,0.001129273,727.636722,1050.0
1204500,1204500,2.915098,3300.4459099769592,803,0.009466666,357,-0.0014627165,0.9939739303663373,0.54354084,0.0010143329,55.322449,773.0
1206000,1206000,27.821907,3304.9257712364197,804,0.01926666,334,-0.004240323,0.9038316309452057,0.39526695,0.0016934836,69.534874,846.0
1207500,1207500,12.404156,3309.412271499634,805,0.009733333,334,-0.00198846,0.9730824250727892,0.4619237,0.0011386931,343.189516,973.0
1209000,1209000,18.652855,3313.435228586197,806,6.666667e-05,372,-0.00072634994,0.959562037140131,0.9469397,0.00067694025,613.87666,956.0
1210500,1210500,62.015255,3317.8525602817535,807,0.046466645,339,-0.0050952546,0.9044278264045715,0.59148717,0.00352976,83.556264,899.0
1212000,1212000,101.1835,3322.343824863434,808,0.035466652,334,-0.0011522095,0.8699678778648376,0.65881956,0.0027891723,795.119038,1026.0
1213500,1213500,2.166436,3326.882307767868,809,0.055866644,330,-0.004362488,0.9965717112645507,0.7631226,0.004210761,742.668126,1222.0
1215000,1215000,2606.9087,3331.26709651947,810,0.015599993,342,-0.0029558376,0.2937539219856262,0.3935025,0.001424633,1314.35832,705.0
1216500,1216500,9.448282,3335.7828290462494,811,0.011999998,332,-0.0025622912,0.9006961658596992,0.3390331,0.0010855398,0.0,884.0
1218000,1218000,30.524076,3340.5231738090515,812,0.011266663,316,-0.0031327915,0.9507896974682808,0.40768558,0.00073371694,0.0,947.0
1219500,1219500,375065.3,3345.013885498047,813,0.0006,334,0.0007085138,0.01772439479827881,0.5187763,0.00079534727,11712.421637,793.0
1221000,1221000,36.015224,3349.6264867782593,814,0.003466666,325,-0.0029723726,0.9063827767968178,0.42118618,0.0008363216,89.338859,903.0
1222500,1222500,28.392878,3354.1708686351776,815,0.027399994,330,-0.0023004373,0.9296072274446487,0.44471306,0.0022255136,200.141992,732.0
