serial_timesteps,total_timesteps,value_loss,time_elapsed,nupdates,clipfrac,fps,policy_loss,explained_variance,policy_entropy,approxkl,eprewmean,eplenmean
595500,595500,8.02399,1608.953608751297,397,0.027066654,377,-0.0023607844,0.9850384276360273,0.4607753,0.002037347,435.00997,913.0
597000,597000,49.49546,1613.248202085495,398,0.0123999985,349,-0.0031237316,0.9012413173913956,0.48035717,0.0016785284,159.097146,927.0
598500,598500,7.19797,1617.2705657482147,399,0.008733331,372,-0.0023415177,0.9852156797423959,0.5502482,0.0013166093,355.160249,928.0
600000,600000,4.976305,1621.4857003688812,400,0.0076666665,355,-0.001523929,0.9906116779893637,0.46105933,0.00093956664,425.461486,956.0
601500,601500,1853.2446,1625.793873310089,401,0.00033333336,348,-0.00071396574,0.30155789852142334,0.7829952,0.0013405946,1329.583238,912.0
603000,603000,6.353365,1630.0311415195465,402,0.014466662,354,-0.00028804457,0.9883249513804913,0.6213882,0.0014800638,461.004438,840.0
604500,604500,22.609426,1633.950251340866,403,0.0030666662,382,-0.0006867822,0.9365338981151581,0.44428372,0.0008981457,91.846907,923.0
606000,606000,4823.821,1638.3899314403534,404,0.010199997,337,-0.0010497314,0.20422673225402832,0.53864986,0.0009412768,273.447627,686.0
607500,607500,111.880486,1642.6650261878967,405,0.00013333333,350,-0.00031569542,0.8524228036403656,0.47806817,0.00026953567,472.556231,739.0
609000,609000,5.9295807,1646.9741418361664,406,0.0014666666,348,-0.00094047457,0.98846644628793,0.47050396,0.0004759562,287.541059,820.0
610500,610500,22.806395,1651.3769702911377,407,0.017399997,340,-0.0040687616,0.9621819332242012,0.49356177,0.0018771371,448.967919,916.0
612000,612000,9.088497,1655.9972372055054,408,0.0,324,-0.00019745088,0.9831891730427742,0.6521527,0.0005678164,416.97153,910.0
613500,613500,8983417.0,1660.7537803649902,409,0.012666665,315,-0.0025679956,0.002825438976287842,0.4912461,0.0016034144,56147.558983,781.0
615000,615000,29.489328,1664.9485940933228,410,0.009333331,357,-0.0037587383,0.9501566551625729,0.4110033,0.0012243721,485.178197,900.0
616500,616500,14.290401,1669.4562129974365,411,0.0061333324,332,-0.0022918181,0.9748269617557526,0.44251087,0.00070088933,254.51818,805.0
618000,618000,9.113504,1673.7300560474396,412,0.017799992,351,-0.0029568293,0.9867937713861465,0.43225953,0.0020594068,465.159308,916.0
619500,619500,9430.956,1677.9548923969269,413,0.020133331,355,-0.0012938981,0.12148475646972656,0.5874078,0.0026627649,566.838385,951.0
621000,621000,42.684643,1682.2133939266205,414,0.029999988,352,-0.0026458034,0.9170651137828827,0.46252194,0.0026156218,220.07443,753.0
622500,622500,3321.8862,1686.4666769504547,415,0.028199993,352,-0.003359648,0.2900765538215637,0.43369743,0.0021723146,1284.281975,750.0
624000,624000,42.827843,1690.4012093544006,416,0.030999992,381,-0.0036856022,0.9288994669914246,0.58158183,0.0022040938,492.551823,864.0
625500,625500,1153.385,1694.6552827358246,417,0.017933326,352,-0.0033192665,0.4410014748573303,0.5715123,0.0017981495,1118.843964,1020.0
627000,627000,30.622723,1698.8216454982758,418,0.08206664,360,-0.006438178,0.950896717607975,0.6259065,0.004691066,556.045012,811.0
628500,628500,5.7593694,1702.7497091293335,419,0.017933324,381,-0.0027150586,0.987885576672852,0.47628802,0.0020219942,365.633843,926.0
630000,630000,4.9155464,1706.9700803756714,420,0.017799998,355,-0.0035034744,0.9908463815227151,0.5395639,0.0016331746,444.61782,824.0
631500,631500,28.102137,1711.173830986023,421,0.030066658,356,-0.0027992446,0.9597158841788769,0.68229544,0.0025923974,444.996531,879.0
633000,633000,5540.9824,1715.154171705246,422,0.0061333324,376,-0.0027586902,0.18307232856750488,0.48926082,0.0009619102,1894.868143,988.0
634500,634500,470.6366,1719.3824391365051,423,0.0050666668,354,-0.0009017754,0.6497561931610107,0.49663025,0.0014168457,485.33348,833.0
636000,636000,26.424831,1723.6161692142487,424,0.04946664,354,-0.00878586,0.9541593715548515,0.51991206,0.0037432176,239.875113,832.0
637500,637500,185.56577,1728.0238733291626,425,0.006933333,340,-0.0017419275,0.7447538375854492,0.44083148,0.0006871371,146.984862,636.0
639000,639000,110.1392,1732.1906371116638,426,0.0033333332,360,-0.0027821672,0.8652394711971283,0.604539,0.0012769571,652.486803,979.0
640500,640500,58.64099,1736.2015056610107,427,0.03519999,374,-0.004837269,0.8983896002173424,0.4665661,0.0026919746,517.549032,902.0
642000,642000,5.726804,1740.5314514636993,428,0.024133326,346,-0.003027785,0.9895572913810611,0.4546533,0.0020826077,254.647338,789.0
643500,643500,87.22436,1744.7473585605621,429,0.0,355,-0.00064477866,0.8874337077140808,0.43789738,0.0005325337,397.260784,742.0
645000,645000,1586.1344,1748.9672768115997,430,0.011866664,355,-0.0022150583,0.4042521119117737,0.47091132,0.0017728688,433.540748,926.0
646500,646500,27.902414,1753.177979707718,431,0.048333332,356,-0.00060798874,0.9497347846627235,0.55536497,0.0037562333,378.827734,961.0
648000,648000,123.480606,1757.3594381809235,432,0.009,358,-0.0023421815,0.8492069095373154,0.465709,0.00082160556,416.905031,891.0
649500,649500,2.6392682,1761.5794651508331,433,0.03533332,355,-0.0041875066,0.9951584078371525,0.40681455,0.0028606793,320.442497,733.0
651000,651000,100.57212,1765.8145051002502,434,0.0,354,-0.00045999777,0.859368696808815,0.46571884,4.092713e-05,250.59034,632.0
652500,652500,2.7569003,1770.0928044319153,435,0.017799996,350,-0.0018036484,0.9952599541284144,0.4346999,0.0014235211,297.461485,683.0
654000,654000,22856.125,1774.2831971645355,436,0.0,357,-0.00026615892,0.07779312133789062,0.4000991,0.00031396202,313.287424,698.0
655500,655500,50.95359,1778.7860395908356,437,0.046399973,333,-0.0060882946,0.9025975838303566,0.53976804,0.0036101087,236.86586,894.0
657000,657000,18.893356,1782.7434930801392,438,0.01999999,379,-0.003319968,0.9646651446819305,0.6480945,0.0031849993,519.329963,837.0
658500,658500,27.690872,1786.9751858711243,439,0.007266666,354,-0.0012138824,0.9507974721491337,0.43165046,0.0009943653,284.372609,854.0
660000,660000,10.783953,1791.3301420211792,440,0.04606664,344,-0.0055195224,0.9815477170050144,0.44969094,0.0033945767,266.209295,853.0
661500,661500,5.3826222,1795.8878118991852,441,0.004,329,-0.001438085,0.9899732926860452,0.46011677,0.0007871081,193.422878,680.0
663000,663000,265.03995,1799.748146057129,442,0.011333333,388,-0.00088723877,0.7209863364696503,0.44080392,0.00095872075,650.311124,718.0
664500,664500,98749.78,1804.055954694748,443,0.00013333333,348,-8.7571425e-05,0.033411264419555664,0.42898545,0.0006041989,6256.150769,896.0
666000,666000,21.127653,1808.277335882187,444,0.033866655,355,-0.004769796,0.9610666073858738,0.5707411,0.0035357727,314.133552,855.0
667500,667500,2.1109748,1812.6449768543243,445,0.02199999,343,-0.003360591,0.996264215093106,0.7891059,0.003545117,572.419583,920.0
669000,669000,3315.8955,1816.6344056129456,446,0.004866666,376,-0.0021657732,0.2163422703742981,0.67508537,0.0017840889,1573.928478,1051.0
670500,670500,28.850702,1820.9233169555664,447,0.0028666665,349,-0.0004693372,0.9486951343715191,0.48402274,0.00046844638,347.869079,628.0
672000,672000,62.155186,1825.203539133072,448,0.004399999,350,-0.0016621477,0.8961513563990593,0.4045282,0.00050335965,309.929678,598.0
673500,673500,127132.23,1829.4194631576538,449,0.041933328,355,-0.004887011,0.023336589336395264,0.5959457,0.0033698657,536.475727,839.0
675000,675000,41.81601,1833.6033782958984,450,0.05219997,358,-0.0063291215,0.9188033491373062,0.56379616,0.0034763725,320.532262,783.0
676500,676500,17.677834,1837.8528490066528,451,0.029133322,353,-0.0038233215,0.9633134193718433,0.4363269,0.002326943,417.191221,937.0
678000,678000,21.051208,1841.7899646759033,452,0.03073332,381,-0.0020894723,0.9618702158331871,0.87903434,0.0019743994,859.163941,1500.0
679500,679500,7.9751887,1845.6630947589874,453,0.0,387,-0.00014173711,0.9844462489709258,0.64139456,5.318229e-05,584.940172,1189.0
681000,681000,17.334112,1849.9088566303253,454,0.011666665,353,-0.0016995041,0.9711884949356318,0.5393112,0.0015823351,423.124905,956.0
682500,682500,28.138575,1853.909955739975,455,0.026333332,374,-0.0032372558,0.9364921972155571,0.9479895,0.002617106,788.126383,1500.0
684000,684000,28.935469,1858.228726387024,456,0.005999999,347,-0.0010488037,0.9401580542325974,0.6829016,0.0022158045,382.171603,763.0
685500,685500,88.645546,1862.0817103385925,457,0.04026665,389,-0.0027586103,0.8706819713115692,0.5217564,0.0028851535,651.45413,894.0
687000,687000,23.015345,1866.3374183177948,458,0.01493333,352,-0.0010757925,0.9496819451451302,0.448409,0.0015047162,377.172455,936.0
688500,688500,26.199665,1870.5426762104034,459,0.056333303,356,-0.005876607,0.9362780451774597,0.4301421,0.0038958918,204.093836,733.0
690000,690000,11.205905,1874.5027980804443,460,0.059266634,378,-0.0033186164,0.976881593465805,0.80648685,0.0049895323,519.025841,989.0
691500,691500,23.259855,1878.7278735637665,461,0.01,355,-0.0007817457,0.9662372507154942,0.709627,0.0011894932,863.754535,1232.0
693000,693000,5.019856,1882.6469366550446,462,0.008133332,382,-0.0018610168,0.9880022639408708,0.5626814,0.0011747901,526.027054,1242.0
694500,694500,319.8163,1886.5396192073822,463,0.010466666,385,-0.0009905528,0.6827858984470367,0.75768137,0.0018672716,906.89732,969.0
696000,696000,158.15746,1890.8450529575348,464,0.008133331,348,-0.0001475858,0.8027026504278183,0.66967493,0.0014174831,586.94486,959.0
697500,697500,992.24976,1894.85303068161,465,0.016266663,374,-0.0017071031,0.45192819833755493,0.53057265,0.0015895605,1235.655373,1313.0
699000,699000,19.105398,1898.841396331787,466,0.008866667,376,-0.00033627785,0.9690267518162727,0.5324245,0.0011079857,964.381085,1446.0
700500,700500,50.20742,1902.736296415329,467,0.0,385,-0.000559588,0.9240066930651665,0.5844729,0.00054377376,578.947758,945.0
702000,702000,1442.9236,1906.5789365768433,468,0.0022666666,390,-0.00045883763,0.27928417921066284,0.6923374,0.00058681064,1513.255998,1350.0
703500,703500,22.131441,1910.4286704063416,469,0.0035333333,389,-0.0020012911,0.9610177539288998,0.6326874,0.0008506336,867.381896,1500.0
705000,705000,11.142333,1914.3538565635681,470,0.018133337,382,-0.0005971282,0.9808821845799685,0.53235734,0.0014104177,753.833239,1238.0
706500,706500,2.4477847,1918.3138897418976,471,0.0048666657,378,-0.0008743539,0.9944010772742331,0.8855893,0.0010562729,600.121987,1330.0
708000,708000,4.8471823,1922.541577577591,472,0.0010666667,354,-0.0007526074,0.9920607712119818,0.4831531,0.0004316598,736.778983,1325.0
709500,709500,23.519463,1926.4684717655182,473,0.015599996,382,-0.0031724004,0.9547205045819283,0.57771224,0.0014112496,408.760589,1003.0
711000,711000,4.058143,1930.3611540794373,474,0.025066664,385,-0.0030980965,0.9912444958463311,0.7085367,0.0024388933,651.182059,1201.0
712500,712500,21.101473,1934.346432685852,475,0.015799994,376,-0.0009767644,0.9589248448610306,0.8723042,0.0012962804,858.74686,1500.0
714000,714000,22.382427,1938.3097484111786,476,0.06553331,378,-0.0024159574,0.9600324705243111,0.7144255,0.004182455,865.021252,1500.0
715500,715500,17.510435,1942.2104530334473,477,0.03386666,384,-0.0011372516,0.9541617333889008,0.9022209,0.0024803726,415.952629,983.0
717000,717000,86.36915,1946.3799035549164,478,0.008999998,359,-0.0021253189,0.8846983760595322,0.40417355,0.001683077,686.710429,1028.0
718500,718500,28.93306,1950.6360349655151,479,0.028666656,352,-0.0022667616,0.9487852193415165,0.45995656,0.0022966107,333.483633,912.0
720000,720000,10.88052,1954.611548423767,480,0.0063333334,377,-0.001481612,0.9784734360873699,0.63863516,0.000973139,604.233002,979.0
721500,721500,25.51967,1958.9016470909119,481,0.017266659,349,-0.0024264741,0.9508853852748871,0.4125996,0.0019856838,366.689999,852.0
723000,723000,8.899281,1963.1594183444977,482,0.0055999993,352,-0.0013885658,0.9840842951089144,0.54590523,0.0010049822,306.282805,701.0
724500,724500,4.8036375,1967.0457260608673,483,0.0061333333,386,-0.0014292152,0.9911503037437797,0.70236266,0.001534395,709.408599,1269.0
726000,726000,2.2237918,1970.9041802883148,484,0.0030666657,388,-0.00086717197,0.9940511537715793,0.7763351,0.00056816405,258.344462,854.0
727500,727500,97.81652,1975.1719715595245,485,0.024399996,351,-0.0026512677,0.8637297451496124,0.52275157,0.0021508995,433.363226,877.0
729000,729000,4.873122,1979.0698750019073,486,0.016999995,384,-0.0027388667,0.9896501479670405,0.5331439,0.0019532458,608.817426,1179.0
730500,730500,3.9792418,1982.9622464179993,487,0.016466664,385,-0.0023530931,0.9929975182749331,0.65970975,0.0017576626,514.926022,940.0
732000,732000,2736677.5,1987.3036813735962,488,0.0072,345,-0.0024164938,0.002696394920349121,0.31808397,0.00077867054,3.977493,1136.0
733500,733500,18.506569,1991.3350276947021,489,0.07146664,372,-0.005735252,0.9624981917440891,0.8401587,0.0049690716,945.335066,1434.0
735000,735000,16.0134,1995.2733628749847,490,0.025599994,380,-0.0025934873,0.9709790572524071,0.5761137,0.002267782,357.632695,749.0
736500,736500,20.809914,1999.1333503723145,491,0.010333334,388,-0.0008640056,0.9616085588932037,0.48813888,0.0009903365,691.340351,1500.0
738000,738000,30.615032,2003.3733053207397,492,0.03279999,353,-0.0046645845,0.9541804865002632,0.60914844,0.002856033,555.901142,1159.0
739500,739500,186485.77,2007.3145174980164,493,0.0004,380,-0.00038854868,0.016593754291534424,0.4968312,0.00052687677,8789.439263,1404.0
741000,741000,21.568802,2011.196450471878,494,0.056666642,386,-0.0028707494,0.9516382478177547,0.5541069,0.0038768903,843.148157,1500.0
742500,742500,30.064837,2015.1485986709595,495,0.054333318,379,-0.002429423,0.9526495411992073,0.8842371,0.0040452434,783.099385,1500.0
744000,744000,9.818885,2019.0828697681427,496,0.0,381,-0.00019875169,0.9741214942187071,0.5598459,0.00029871523,728.772237,1418.0
745500,745500,24.83401,2023.3305940628052,497,0.03593332,353,-0.0038190105,0.9519748724997044,0.8084251,0.0029544022,411.87914,677.0
747000,747000,21.88052,2027.21728515625,498,0.00093333336,385,-0.0005825214,0.9623336680233479,0.42728123,0.0003682695,550.842238,977.0
748500,748500,141.09138,2031.4467115402222,499,0.0036000002,354,-0.0003420785,0.8313715755939484,0.5751405,0.0011811241,571.707307,892.0
750000,750000,7.803984,2035.355941772461,500,0.006066667,383,-0.00069157296,0.9859278881922364,0.76938665,0.00085296086,845.761811,1372.0
751500,751500,66.73151,2039.2152407169342,501,0.0053333337,388,-0.0006990306,0.8890514373779297,0.5866882,0.0015842019,682.503153,1051.0
753000,753000,7.8554816,2043.4713280200958,502,0.03226665,352,-0.0059307907,0.9842525981366634,0.4420975,0.0029392075,224.380759,770.0
754500,754500,16042.389,2047.7253630161285,503,0.030666657,352,-0.002490129,0.10747426748275757,0.3350252,0.0021747889,2822.622654,957.0
756000,756000,22.48889,2051.979926109314,504,0.0055333315,352,-0.00088298565,0.9628832116723061,0.44197094,0.0016509359,258.47461,871.0
757500,757500,22.247498,2056.1581535339355,505,0.0021333331,359,-0.0006611688,0.9558540992438793,0.4210742,0.00036421046,211.132864,591.0
759000,759000,11.052555,2060.4611756801605,506,0.012133331,348,-0.0011922123,0.976394647732377,0.48340037,0.001597573,284.222843,631.0
760500,760500,18.314342,2064.4844677448273,507,0.012466664,372,-0.002167612,0.9730761498212814,0.37211654,0.0010286578,620.609828,1053.0
762000,762000,47.31091,2068.664055109024,508,0.0036666659,358,-0.0013321072,0.8734846711158752,0.41118973,0.0005943517,151.927538,687.0
763500,763500,24.013147,2072.99982213974,509,0.005733333,345,-0.0006749303,0.9515329301357269,0.44053608,0.0006309267,346.593861,892.0
765000,765000,0.9106407,2077.2787845134735,510,0.011599997,350,-0.0020301847,0.9983984912978485,0.5717469,0.0012524234,399.565003,806.0
766500,766500,3.566807,2081.19947886467,511,0.062333297,382,-0.0031307875,0.9935423429124057,0.51059747,0.003627556,305.291858,809.0
768000,768000,8339.327,2085.7643060684204,512,0.041799985,328,-0.0026923758,0.08697569370269775,0.37677956,0.0038116681,585.680081,844.0
769500,769500,37.49861,2089.6560838222504,513,0.009733331,385,-0.0011467781,0.9433510489761829,0.5250703,0.0014911635,477.132071,718.0
771000,771000,24.708925,2093.877646923065,514,0.014866667,355,-0.000709795,0.9565527252852917,0.3394912,0.0014370077,360.567373,976.0
772500,772500,33.378914,2098.129877090454,515,0.012599997,352,-0.002296771,0.9459881000220776,0.4869944,0.00093710306,332.909229,776.0
774000,774000,4.6378517,2101.979015350342,516,0.018066658,389,-0.0043115146,0.9908769130706787,0.45934373,0.002014968,228.44773,647.0
775500,775500,20.330355,2106.1369020938873,517,0.0085333325,360,-0.0005105241,0.9690823014825583,0.41961515,0.0008694034,620.360845,1165.0
777000,777000,8294310.5,2110.3157942295074,518,0.020333327,358,-0.005515957,0.002665400505065918,0.55454844,0.002415941,308.670354,883.0
778500,778500,29.292475,2114.2114069461823,519,0.02919999,385,-0.0016092774,0.8683873116970062,0.32574084,0.0021821305,88.138302,888.0
780000,780000,228.07005,2118.741035223007,520,0.031999987,331,-0.008246426,0.6641910672187805,0.42718196,0.0025132045,96.409311,613.0
781500,781500,3390.0952,2122.7433552742004,521,0.008466667,374,-0.00069593353,0.2571527361869812,0.31904143,0.0009192742,1502.922171,889.0
783000,783000,23.534826,2126.9895825386047,522,0.010333332,353,-0.0019407958,0.9613832272589207,0.46369937,0.0015142572,240.709488,838.0
784500,784500,71.141594,2131.1890482902527,523,0.010599997,357,-0.0012152757,0.8764548003673553,0.4923312,0.0016908977,196.151004,640.0
786000,786000,2.0633726,2135.173117876053,524,0.0074666655,376,-0.0009900959,0.9958335440605879,0.37056687,0.0010979406,228.640293,719.0
787500,787500,361566.97,2139.4498817920685,525,0.0008666667,350,-0.00068910397,0.012945592403411865,0.48683846,0.00039058077,11862.891787,1259.0
789000,789000,20.776308,2143.3929805755615,526,0.024933323,380,-0.004283733,0.9561970345675945,0.66419375,0.0028155576,208.769911,681.0
790500,790500,130.4056,2147.667947769165,527,0.025599992,350,-0.0019887257,0.8018223196268082,0.8719949,0.0027097058,944.717411,1151.0
792000,792000,6.0228314,2151.6298444271088,528,0.023599997,378,-0.0014077298,0.9905998781323433,0.41210756,0.002124552,618.553523,1120.0
793500,793500,2.479069,2155.4930262565613,529,0.022599995,388,-0.003778421,0.9957060217857361,0.5249227,0.0016865492,750.222968,1282.0
795000,795000,14621368.0,2159.4894621372223,530,0.008133332,375,-0.0008752899,0.0012436509132385254,0.693041,0.0011006533,71779.448938,1154.0
796500,796500,25.868032,2163.737536907196,531,0.011866666,353,-0.0014467541,0.9470961689949036,0.37529293,0.0009274928,297.129063,928.0
798000,798000,41555.742,2168.27827835083,532,0.0,330,-0.00038103957,0.04566991329193115,0.54452837,0.00010671755,4161.649292,883.0
799500,799500,639.09076,2172.2998151779175,533,0.009533334,373,-0.0010278082,0.5307011902332306,0.526105,0.0007565357,1088.631093,1265.0
801000,801000,29.251484,2176.2175974845886,534,0.033533327,382,-0.004354022,0.9391062259674072,0.87150526,0.002513248,795.761252,1500.0
802500,802500,29.928757,2180.1680986881256,535,0.009466667,379,-0.004039207,0.9343026429414749,0.8347035,0.0015800543,738.571108,1500.0
804000,804000,3.2129877,2184.4227159023285,536,0.0061999983,352,-0.0024574327,0.9936098549515009,0.60368,0.0015771437,411.44587,808.0
805500,805500,20.18189,2188.2851366996765,537,0.031133331,388,-0.0017113967,0.9604935199022293,0.8678971,0.0023076623,966.060517,1500.0
807000,807000,3.3605392,2192.2333612442017,538,0.022666661,379,-0.0021387257,0.9938040389679372,0.5311626,0.0020687543,808.725363,1395.0
808500,808500,30.995794,2196.6384303569794,539,0.036866654,340,-0.004001672,0.9500580243766308,0.5340517,0.002123743,430.71185,935.0
810000,810000,22.788225,2200.838303089142,540,0.01573333,357,-0.0019134495,0.956230241805315,0.5168145,0.0014487423,217.70592,620.0
811500,811500,7.630412,2204.906808614731,541,0.09939998,368,-0.0030941216,0.9859222294762731,0.5258661,0.0069806753,591.896519,1176.0
813000,813000,141.18939,2209.184413433075,542,0.016933326,350,-0.0017611604,0.8361113369464874,0.38066232,0.0016835119,642.95909,928.0
814500,814500,34.528214,2213.8013846874237,543,0.0077999975,324,-0.0020456365,0.9355465546250343,0.3852735,0.00083579886,125.960661,710.0
816000,816000,95.77734,2218.0785596370697,544,0.07766664,350,-0.0032530236,0.8487657904624939,0.36761248,0.0047564865,328.863216,583.0
817500,817500,31.054583,2222.0424480438232,545,0.0067999996,378,-0.0017047598,0.9140625968575478,0.27445996,0.00078650226,235.202676,818.0
819000,819000,30.645117,2226.237780570984,546,0.0020666665,357,-0.0006977702,0.9394231624901295,0.34078994,0.00060820946,290.982826,771.0
820500,820500,37.810997,2230.5548293590546,547,0.007933332,347,-0.0029343911,0.9001633003354073,0.35933614,0.00091360515,10.341141,982.0
822000,822000,42.206467,2234.815360069275,548,0.0020666667,352,-0.0007589005,0.8898777365684509,0.32038537,0.00027078096,113.117592,672.0
823500,823500,107.931,2239.0097501277924,549,0.018733328,357,-0.0024177048,0.8405441641807556,0.403551,0.0014419472,380.508708,601.0
825000,825000,12.442191,2243.4488265514374,550,0.015999995,337,-0.0014034664,0.9790397733449936,0.4875341,0.0019197599,389.755597,898.0
826500,826500,27.600998,2247.69451379776,551,0.011199998,353,-0.0015587454,0.9203990623354912,0.33551362,0.0009868845,81.917954,621.0
828000,828000,30.91546,2251.988023996353,552,0.006799998,349,-0.0022667686,0.9483045563101768,0.34272975,0.0008257797,339.041181,858.0
829500,829500,643420.44,2256.2496087551117,553,0.00093333336,352,-0.001175659,0.012124061584472656,0.4057475,0.0003468086,15139.934681,600.0
831000,831000,24.462425,2260.458414077759,554,0.019133331,356,-0.0009357362,0.9533169120550156,0.43037328,0.001481274,239.641195,765.0
832500,832500,21.948925,2264.717260360718,555,0.0023333328,352,-0.00055836677,0.953068669885397,0.3206795,0.0005607979,342.663824,828.0
834000,834000,31.051552,2268.912081003189,556,0.013133328,357,-0.0019748,0.9437199383974075,0.47945392,0.0014704328,299.798851,759.0
835500,835500,138.96286,2273.099774122238,557,0.0041999994,358,-0.00070759497,0.8383035212755203,0.39019474,0.00074844813,599.478164,871.0
837000,837000,68.46799,2277.4301590919495,558,0.004133333,346,-0.00030652925,0.8892477750778198,0.6879703,0.0007149821,409.411317,848.0
838500,838500,4.078896,2281.718614578247,559,0.027599992,349,-0.001945495,0.9902656534686685,0.4712437,0.0024568487,264.477893,733.0
840000,840000,32.491646,2286.0203619003296,560,0.0108,348,-0.0034467247,0.9419492706656456,0.56793404,0.0017760783,195.88453,715.0
841500,841500,49.55565,2289.904704093933,561,0.0062666642,386,-0.0036418275,0.9136020839214325,0.5344131,0.000928904,514.874304,990.0
843000,843000,55.0269,2294.1012375354767,562,0.002933333,357,-0.00044149254,0.9087072163820267,0.44982648,0.00071406557,409.773667,888.0
844500,844500,707.5143,2298.328091621399,563,0.009599998,354,-0.0021062882,0.5273117125034332,0.61361516,0.0011141886,952.780821,955.0
846000,846000,1300.4573,2302.249717950821,564,0.0,382,-2.8897104e-05,0.3483251929283142,0.5557256,0.00013421528,944.028554,760.0
847500,847500,248.72188,2306.5994896888733,565,0.0039333333,344,-0.00086146785,0.7771702706813812,0.4388391,0.0011427387,858.349077,1062.0
849000,849000,7.0650697,2310.511976480484,566,0.0,383,-0.00016601136,0.9875134127214551,0.5138763,0.00023023826,373.911209,910.0
850500,850500,3297.7502,2314.7328724861145,567,0.0043999995,355,-0.0017252904,0.2523469924926758,0.39666218,0.00047800996,184.347714,671.0
852000,852000,10.267168,2318.7179701328278,568,0.0057999985,376,-0.0011933823,0.9791245050728321,0.52622575,0.0008338821,502.948946,1125.0
853500,853500,31.696196,2322.923054456711,569,0.020533329,356,-0.0019930915,0.9470812454819679,0.46649015,0.0016633976,418.929887,978.0
855000,855000,38832.81,2326.8425493240356,570,0.012866665,382,-0.0028522823,0.03922659158706665,0.6772491,0.0016649314,4246.600989,1027.0
856500,856500,11.424688,2330.7584116458893,571,0.025933327,383,-0.0016123604,0.9821041841059923,0.5710896,0.0018683895,726.619456,1264.0
858000,858000,2721406.0,2334.950716495514,572,0.010399998,357,-0.00075803825,0.0013848543167114258,0.5872217,0.0014294515,341.783608,723.0
859500,859500,27448.598,2339.2525537014008,573,0.0017333332,348,-0.0010096375,0.06823766231536865,0.43909457,0.0004163084,194.945268,782.0
861000,861000,19291.13,2343.5582756996155,574,0.0,348,-0.00051934255,0.08780860900878906,0.5773801,0.00016738003,3084.971899,1148.0
862500,862500,15.553583,2347.5048458576202,575,0.008799998,380,-0.0025939874,0.9734875671565533,0.58357763,0.0015333565,416.7525,817.0
864000,864000,173.26395,2351.734713077545,576,0.0056000007,354,-0.0012373327,0.7992711812257767,0.4987497,0.001013974,504.032807,692.0
865500,865500,45.771572,2356.3194794654846,577,0.006133333,327,-0.0016447261,0.910788007080555,0.44922343,0.00116812,191.014209,644.0
867000,867000,375.23038,2360.2655351161957,578,0.0030666667,380,-0.00015780397,0.6828185617923737,0.5157436,0.0004099389,983.579458,1337.0
868500,868500,38360.387,2364.3188865184784,579,0.013133335,370,-0.0014161448,0.03950035572052002,0.5773151,0.0012738265,4250.690175,1350.0
870000,870000,50.298428,2368.2176673412323,580,0.022133326,384,-0.0013879186,0.9264739155769348,0.7214357,0.0017788941,665.087307,973.0
871500,871500,255.91086,2372.5477225780487,581,0.012333331,346,-0.001977018,0.6923953592777252,0.41303468,0.0010480395,21.530466,1167.0
873000,873000,32.52023,2376.60081410408,582,0.026533328,370,-0.0014103199,0.9323521628975868,0.8838586,0.001773665,724.71921,1500.0
874500,874500,41.56979,2380.6322832107544,583,0.0034666664,372,-0.00086361135,0.9296148344874382,0.65644014,0.0007737293,256.128547,1009.0
876000,876000,22.626856,2384.644112110138,584,0.028399985,373,-0.0022306293,0.9560905769467354,0.6190794,0.0024038982,803.954828,1500.0
877500,877500,34.482174,2388.61735868454,585,0.017999992,377,-0.0033174655,0.9473034255206585,0.59597826,0.0015769408,551.807439,862.0
879000,879000,33.46913,2392.8301758766174,586,0.0077333315,356,-0.002456865,0.9407360553741455,0.5497169,0.0011201194,316.135077,689.0
880500,880500,29.005304,2397.0712945461273,587,0.013266665,353,-0.0038623014,0.953412476927042,0.7102453,0.0024660951,564.687502,939.0
882000,882000,61.328823,2401.3793082237244,588,0.015599999,348,-0.002184133,0.870770663022995,0.43955186,0.0011048592,119.54174,945.0
883500,883500,4.6571026,2405.5845589637756,589,0.017999995,356,-0.0024968057,0.9918092479929328,0.53908426,0.0020812815,310.961823,721.0
885000,885000,17.613169,2409.7849299907684,590,0.010733331,357,-0.004420218,0.9689729884266853,0.48459938,0.0021142282,292.364347,811.0
886500,886500,52.151073,2414.1200873851776,591,0.013533333,346,-0.0028416258,0.8933217748999596,0.44222018,0.0016530822,103.97122,652.0
888000,888000,29.337366,2418.4411795139313,592,0.007133332,347,-0.0010066576,0.9551127813756466,0.4572935,0.0010180105,446.461262,924.0
889500,889500,36.773323,2422.4937505722046,593,0.005999999,370,-0.0025254237,0.8689471781253815,0.35016444,0.00076482655,51.989546,974.0
891000,891000,41.204556,2426.7287180423737,594,0.009866665,354,-0.001856394,0.8994729816913605,0.3811103,0.00093935034,111.416628,703.0
892500,892500,35.39164,2431.0347883701324,595,0.005666666,348,-0.0017828834,0.9350947067141533,0.31012532,0.0006796651,5.571056,1062.0
894000,894000,80.73309,2435.3763546943665,596,0.003733333,345,-0.00090312044,0.8819805979728699,0.41794997,0.0006643347,530.603052,870.0
895500,895500,259.54605,2439.2932460308075,597,0.02626666,382,-0.0024677336,0.7507427632808685,0.43481505,0.001965998,851.740964,1185.0
