steps,episode,episode steps,reward,loss,mse,mean_q,test episode,test reward,test steps,test steps(s)
129499/500000,701,237,-38.536,13.116373,86.145866,0.155888,,,,
129671/500000,702,172,-72.443,18.409634,89.825966,0.06747,,,,
129826/500000,703,155,-74.102,14.172073,94.662079,-0.160172,,,,
130165/500000,704,339,-3.519,15.072317,93.343697,-0.068716,,,,
130389/500000,705,224,-33.559,19.567535,92.40107,0.075208,,,,
130459/500000,706,70,-94.53,9.750239,83.09021,0.23304,,,,
130555/500000,707,96,-85.559,19.674295,92.445404,0.082058,,,,
131451/500000,708,896,169.262,14.878876,88.644943,0.200676,,,,
131902/500000,709,451,29.008,13.251083,89.498268,0.232558,,,,
132112/500000,710,210,-58.363,13.710814,83.345459,0.343192,,,,
132800/500000,711,688,126.243,12.212365,87.825333,0.282161,,,,
133048/500000,712,248,-25.619,10.861425,86.001183,0.20021,,,,
133630/500000,713,582,53.74,12.656313,88.592827,0.225388,,,,
133676/500000,714,46,-96.288,5.208928,91.938278,0.068953,,,,
134023/500000,715,347,-29.142,15.068289,89.626984,0.188193,,,,
134139/500000,716,116,-62.742,15.483775,89.849358,0.245703,,,,
134196/500000,717,57,-95.699,11.129013,86.417122,0.220888,,,,
134347/500000,718,151,-72.692,15.022235,91.713715,0.125047,,,,
134792/500000,719,445,26.314,14.847752,93.144104,0.08245,,,,
135570/500000,720,778,136.755,13.863015,89.906883,0.175243,,,,
135675/500000,721,105,-87.963,15.37321,88.61869,0.329785,,,,
136078/500000,722,403,23.619,13.174382,87.787666,0.294088,,,,
136191/500000,723,113,-88.49,20.839418,88.441681,0.152705,,,,
136376/500000,724,185,-71.706,9.804447,85.851234,0.279139,,,,
136492/500000,725,116,-74.473,14.792269,97.003853,-0.044862,,,,
136854/500000,726,362,-24.253,13.582335,92.871231,0.112092,,,,
137150/500000,727,296,-25.654,15.601395,89.939262,0.112504,,,,
137909/500000,728,759,130.523,12.917578,91.441772,0.109247,,,,
137961/500000,729,52,-95.978,7.352011,87.921944,0.072401,,,,
138043/500000,730,82,-94.159,7.550245,82.254189,0.292484,,,,
138110/500000,731,67,-95.846,19.745089,90.026749,0.35103,,,,
138400/500000,732,290,-35.378,14.69566,92.655167,0.14538,,,,
138555/500000,733,155,-60.797,13.583363,86.192101,0.21658,,,,
138617/500000,734,62,-96.072,8.605483,86.422058,0.165807,,,,
138684/500000,735,67,-95.143,14.956282,89.910042,0.10448,,,,
139482/500000,736,798,144.309,12.860611,91.440712,0.093797,,,,
139585/500000,737,103,-90.949,10.232941,90.314255,0.175538,,,,
139764/500000,738,179,-73.848,12.593995,91.369171,0.110206,,,,
139963/500000,739,199,-21.228,15.214829,86.202499,0.266649,,,,
140299/500000,740,336,-17.55,13.166862,94.295876,-0.088566,,,,
140379/500000,741,80,-94.771,15.08534,88.988159,0.400177,,,,
140674/500000,742,295,-23.731,13.214026,90.672592,0.169706,,,,
140784/500000,743,110,-87.913,9.198668,86.772339,0.244479,,,,
140875/500000,744,91,-92.221,6.786005,78.260788,0.617875,,,,
141086/500000,745,211,-62.489,9.899576,93.011688,0.192591,,,,
141650/500000,746,564,104.601,10.866125,93.67485,0.036895,,,,
141790/500000,747,140,-64.533,14.781027,93.599541,0.088858,,,,
141931/500000,748,141,-82.412,14.979469,92.283638,0.079176,,,,
142101/500000,749,170,-57.038,13.788721,94.310837,0.033697,,,,
142549/500000,750,448,20.205,13.172341,89.007942,0.161382,,,,
142861/500000,751,312,-24.336,12.434565,91.904396,0.131451,,,,
143031/500000,752,170,-71.185,13.33123,93.070602,0.117141,,,,
143108/500000,753,77,-94.278,13.57447,92.613007,-0.195411,,,,
143397/500000,754,289,-33.131,13.265138,96.513527,0.012764,,,,
143491/500000,755,94,-92.352,14.612676,84.670151,0.424395,,,,
143570/500000,756,79,-93.11,15.178714,93.99469,0.301766,,,,
143891/500000,757,321,-28.401,10.648211,89.595573,0.24394,,,,
144159/500000,758,268,-25.776,6.765872,82.189857,0.418584,,,,
144213/500000,759,54,-96.973,13.308954,87.145119,0.20221,,,,
144521/500000,760,308,-14.426,10.615464,83.815765,0.438246,,,,
144631/500000,761,110,-91.015,12.771001,95.327354,0.022127,,,,
145037/500000,762,406,18.867,10.62484,86.889618,0.214272,,,,
145190/500000,763,153,-67.976,9.606439,87.443314,0.284424,,,,
145260/500000,764,70,-95.05,14.769361,92.805138,0.101312,,,,
145471/500000,765,211,-51.611,10.832589,89.611191,0.153025,,,,
145673/500000,766,202,-55.352,13.386005,95.289932,0.065106,,,,
145956/500000,767,283,-34.198,15.969768,88.750786,0.212936,,,,
146390/500000,768,434,3.829,12.212596,89.93306,0.303564,,,,
146451/500000,769,61,-95.679,3.126689,87.705734,0.249926,,,,
146504/500000,770,53,-95.632,22.674765,91.653458,0.38095,,,,
146597/500000,771,93,-91.339,12.003787,93.854156,0.092545,,,,
146863/500000,772,266,-42.816,13.311597,87.780312,0.361706,,,,
147043/500000,773,180,-57.608,9.978493,84.769371,0.402811,,,,
147167/500000,774,124,-84.678,14.206725,95.480583,0.073379,,,,
147237/500000,775,70,-94.659,13.232323,87.704254,0.37787,,,,
147427/500000,776,190,-52.688,6.574688,81.384064,0.512928,,,,
147953/500000,777,526,74.737,12.282535,87.237434,0.344052,,,,
148182/500000,778,229,-49.925,12.951671,89.59346,0.314152,,,,
148277/500000,779,95,-92.625,9.592155,90.192413,0.10073,,,,
148671/500000,780,394,36.104,15.738373,92.172394,0.244036,,,,
148709/500000,781,38,-96.899,21.197685,85.526062,0.330551,,,,
149114/500000,782,405,66.081,13.197999,87.744194,0.312521,,,,
149299/500000,783,185,-58.709,11.389366,89.655624,0.20405,,,,
149441/500000,784,142,-81.964,13.080293,100.073067,0.150272,,,,
149548/500000,785,107,-90.496,10.433968,88.36631,0.262292,,,,
150109/500000,786,561,51.465,13.344287,92.020042,0.293657,,,,
150426/500000,787,317,16.973,13.127751,92.89193,0.438216,,,,
150498/500000,788,72,-94.92,9.80367,82.683189,0.838177,,,,
150543/500000,789,45,-96.408,14.220002,95.579506,0.312437,,,,
150799/500000,790,256,-42.849,12.615303,89.124077,0.586356,,,,
150846/500000,791,47,-96.772,11.148786,78.512772,0.695984,,,,
151146/500000,792,300,-9.286,13.376328,92.968193,0.437665,,,,
151246/500000,793,100,-90.108,15.236395,97.090721,0.370201,,,,
151340/500000,794,94,-91.796,15.392061,83.063843,0.73923,,,,
151403/500000,795,63,-95.085,18.032665,109.282707,-0.049909,,,,
151535/500000,796,132,-64.371,17.077919,94.724449,0.477798,,,,
151721/500000,797,186,-48.349,9.437454,87.006218,0.75475,,,,
152039/500000,798,318,-31.098,12.265628,87.509872,0.669703,,,,
152092/500000,799,53,-96.232,10.907675,103.489967,-0.068086,,,,
152164/500000,800,72,-95.719,16.087233,93.673439,0.300182,,,,
152450/500000,801,286,-25.373,13.959157,88.425972,0.693821,,,,
152750/500000,802,300,-10.98,15.154622,92.347717,0.611698,,,,
152830/500000,803,80,-93.903,7.798907,85.639038,0.649368,,,,
153006/500000,804,176,-65.202,11.786668,94.626778,0.454686,,,,
153288/500000,805,282,-29.834,10.952466,86.506531,0.67783,,,,
153687/500000,806,399,19.845,9.379928,90.511818,0.615027,,,,
153840/500000,807,153,-71.366,12.355211,84.03231,0.936867,,,,
153903/500000,808,63,-96.037,20.167662,93.990211,0.465702,,,,
154114/500000,809,211,-62.795,6.585204,81.854095,0.902088,,,,
154170/500000,810,56,-95.735,13.876814,87.035362,0.848743,,,,
154587/500000,811,417,11.12,12.148108,93.854187,0.542789,,,,
154843/500000,812,256,-39.018,14.411642,95.331329,0.58699,,,,
155331/500000,813,488,24.633,12.710938,92.540871,0.609945,,,,
155888/500000,814,557,38.41,10.779642,90.317032,0.656107,,,,
156184/500000,815,296,0.032,10.686296,87.802498,0.781101,,,,
156650/500000,816,466,22.563,12.329371,90.640167,0.714385,,,,
156875/500000,817,225,-50.922,9.140978,87.71212,0.802578,,,,
156972/500000,818,97,-91.544,9.516844,82.452423,1.046491,,,,
157209/500000,819,237,-5.236,11.342165,96.266579,0.583157,,,,
157392/500000,820,183,-63.597,16.000061,98.185768,0.39198,,,,
157904/500000,821,512,81.317,11.37612,90.069717,0.734898,,,,
158223/500000,822,319,-24.148,12.882283,92.340752,0.608021,,,,
158543/500000,823,320,-10.55,12.953638,92.962234,0.696655,,,,
159078/500000,824,535,49.026,11.176582,93.313057,0.626008,,,,
159513/500000,825,435,9.758,8.840369,88.882561,0.802952,,,,
159840/500000,826,327,19.227,11.508733,90.709023,0.725385,,,,
160014/500000,827,174,-75.492,17.553823,88.967186,0.802518,,,,
160085/500000,828,71,-95.035,8.185364,83.792603,0.903818,,,,
160294/500000,829,209,-37.094,14.78336,87.445297,0.832062,,,,
160744/500000,830,450,73.724,11.241052,94.868279,0.6266,,,,
161032/500000,831,288,-22.555,11.074392,91.446884,0.690313,,,,
161863/500000,832,831,132.075,10.981561,91.46965,0.714736,,,,
161985/500000,833,122,-88.576,8.736,94.005074,0.721889,,,,
162038/500000,834,53,-95.693,10.950918,84.101768,0.978788,,,,
162160/500000,835,122,-87.286,10.64855,91.653351,0.73285,,,,
162348/500000,836,188,-75.722,10.484692,90.510429,0.768938,,,,
162725/500000,837,377,-2.799,9.720738,89.487907,0.825673,,,,
163150/500000,838,425,12.019,11.867666,94.188385,0.785642,,,,
163632/500000,839,482,37.845,10.154828,90.381645,0.798262,,,,
163816/500000,840,184,-47.48,10.332259,90.111687,0.754707,,,,
163921/500000,841,105,-91.334,4.237169,86.548866,1.00689,,,,
164078/500000,842,157,-79.413,13.764465,95.655197,0.630549,,,,
164421/500000,843,343,4.163,10.455228,93.957718,0.674155,,,,
164687/500000,844,266,-43.444,10.835925,83.198082,1.040516,,,,
164835/500000,845,148,-84.159,8.902387,106.295242,0.328113,,,,
164945/500000,846,110,-86.794,13.487664,91.96656,0.856346,,,,
165042/500000,847,97,-91.615,4.727032,97.980713,0.638821,,,,
165116/500000,848,74,-94.75,8.09586,99.242462,0.756963,,,,
165188/500000,849,72,-95.651,11.509572,100.401749,0.648779,,,,
165771/500000,850,583,79.46,11.252147,98.31591,0.551197,,,,
165962/500000,851,191,-70.952,10.206072,98.888512,0.532125,,,,
166075/500000,852,113,-84.938,11.139068,104.932739,0.376256,,,,
166288/500000,853,213,-57.503,10.399617,101.560097,0.504895,,,,
167290/500000,854,1002,286.469,10.598703,94.786072,0.693494,,,,
168134/500000,855,844,135.78,11.876058,93.357231,0.749876,,,,
169006/500000,856,872,156.335,10.384709,93.662422,0.764858,,,,
169115/500000,857,109,-90.032,13.22692,115.106789,0.362452,,,,
169248/500000,858,133,-73.896,8.955815,98.550659,0.697314,,,,
169358/500000,859,110,-83.638,9.387506,98.430389,0.68261,,,,
169692/500000,860,334,-27.931,9.072258,93.508034,0.914779,,,,
170068/500000,861,376,-4.08,9.216717,87.454826,1.013935,,,,
170739/500000,862,671,89.562,8.779923,92.06749,1.114261,,,,
170976/500000,863,237,-8.617,9.145722,97.235695,1.085959,,,,
171083/500000,864,107,-91.619,4.430211,84.701225,1.353068,,,,
171287/500000,865,204,-43.839,10.474487,94.213341,1.063443,,,,
171907/500000,866,620,133.837,10.137973,94.337059,0.987078,,,,
172078/500000,867,171,-43.708,8.04798,99.876259,0.851689,,,,
172181/500000,868,103,-92.083,5.336775,86.816925,1.377022,,,,
172270/500000,869,89,-92.228,9.903825,101.749893,0.778045,,,,
172581/500000,870,311,15.254,9.291454,89.714264,1.271032,,,,
173086/500000,871,505,74.091,12.114619,97.050629,0.980669,,,,
173307/500000,872,221,-46.678,4.104432,94.538322,1.110616,,,,
173674/500000,873,367,-3.15,10.286147,98.521584,1.023529,,,,
174099/500000,874,425,-0.793,8.428063,100.915886,0.905695,,,,
174405/500000,875,306,-24.902,6.895339,94.97673,1.157532,,,,
175376/500000,876,971,200.051,8.580181,97.016716,1.085903,,,,
175900/500000,877,524,35.188,6.794835,94.620529,1.121853,,,,
176209/500000,878,309,-4.218,9.216452,103.379265,0.922549,,,,
176586/500000,879,377,-0.213,8.456543,92.116524,1.240007,,,,
176936/500000,880,350,29.379,8.233737,92.612343,1.250116,,,,
177438/500000,881,502,51.058,8.480282,92.060867,1.260166,,,,
177753/500000,882,315,-15.118,9.921942,97.138481,1.151488,,,,
178563/500000,883,810,196.46,8.34594,93.698807,1.268551,,,,
178919/500000,884,356,43.217,8.272856,98.714073,1.142477,,,,
179025/500000,885,106,-88.643,2.617805,94.079887,1.233303,,,,
179115/500000,886,90,-93.478,9.777164,101.408386,1.072618,,,,
179177/500000,887,62,-95.01,7.548423,101.609337,1.093072,,,,
179462/500000,888,285,51.168,10.325762,99.970299,1.040453,,,,
179828/500000,889,366,-4.061,9.032363,95.943901,1.231467,,,,
180275/500000,890,447,21.072,7.365899,97.916122,1.185674,,,,
180704/500000,891,429,24.799,6.046408,93.930054,1.441009,,,,
180820/500000,892,116,-87.155,6.475536,98.212799,1.24401,,,,
180904/500000,893,84,-93.435,6.907075,103.026924,1.305604,,,,
181034/500000,894,130,-86.269,10.489063,113.316994,0.990721,,,,
181183/500000,895,149,-57.377,7.446281,97.826248,1.354998,,,,
181827/500000,896,644,94.72,8.048822,102.153633,1.212394,,,,
182622/500000,897,795,175.915,8.987395,100.609352,1.283256,,,,
182960/500000,898,338,9.133,10.717493,96.222694,1.443739,,,,
183468/500000,899,508,87.187,8.120875,96.765732,1.413453,,,,
183573/500000,900,105,-91.396,10.654663,103.451729,1.22721,,,,
183618/500000,901,45,-94.652,5.938082,104.646591,1.287718,,,,
183950/500000,902,332,23.295,8.037407,100.18882,1.359235,,,,
184490/500000,903,540,126.172,8.06567,98.053177,1.358384,,,,
184767/500000,904,277,-30.55,9.405205,103.666153,1.312627,,,,
184987/500000,905,220,-49.404,9.18511,98.388306,1.382026,,,,
185081/500000,906,94,-92.564,7.478358,111.529259,0.893578,,,,
185211/500000,907,130,-79.048,7.949044,107.199684,1.174232,,,,
185682/500000,908,471,33.806,8.978026,101.624718,1.343469,,,,
186227/500000,909,545,61.086,6.421968,98.807571,1.414954,,,,
186438/500000,910,211,-55.979,7.038294,96.487724,1.519555,,,,
186787/500000,911,349,-1.353,5.359345,96.099236,1.543503,,,,
186924/500000,912,137,-68.045,7.241848,88.892509,1.640075,,,,
187126/500000,913,202,-57.396,6.702845,94.243843,1.559542,,,,
187292/500000,914,166,-57.371,8.132352,93.874207,1.483654,,,,
187456/500000,915,164,-64.825,8.501724,97.545044,1.486747,,,,
187750/500000,916,294,-13.665,8.931405,102.205902,1.326725,,,,
188036/500000,917,286,-19.149,8.700786,98.320488,1.45639,,,,
188265/500000,918,229,-43.969,9.70439,103.006432,1.323385,,,,
188376/500000,919,111,-74.386,12.089148,97.72686,1.429453,,,,
188448/500000,920,72,-94.972,4.202184,86.347168,1.874801,,,,
188538/500000,921,90,-92.39,5.806437,95.816719,1.608569,,,,
188987/500000,922,449,25.463,6.048836,93.35981,1.623075,,,,
189206/500000,923,219,-56.67,12.501583,97.688034,1.521649,,,,
189415/500000,924,209,-58.733,8.781284,97.734337,1.51517,,,,
189474/500000,925,59,-95.791,6.66361,91.899796,1.62858,,,,
189630/500000,926,156,-75.867,5.078003,91.995819,1.620165,,,,
190094/500000,927,464,27.759,9.401037,95.732834,1.555172,,,,
190203/500000,928,109,-90.652,10.291862,94.668877,1.761221,,,,
190513/500000,929,310,-15.891,6.827336,97.837784,1.846106,,,,
191151/500000,930,638,88.786,6.33472,101.493301,1.848578,,,,
191251/500000,931,100,-91.45,7.212467,93.663864,1.897596,,,,
191377/500000,932,126,-70.207,5.904403,99.214409,1.682699,,,,
191983/500000,933,606,159.17,8.898598,102.259789,1.834593,,,,
192323/500000,934,340,-19.122,8.138343,102.838936,1.780546,,,,
192408/500000,935,85,-93.689,8.518617,100.71566,1.796943,,,,
192920/500000,936,512,111.697,8.098086,97.726379,1.946686,,,,
192991/500000,937,71,-95.259,14.556427,101.916016,1.89856,,,,
193164/500000,938,173,-58.515,10.344135,105.426033,1.755755,,,,
193495/500000,939,331,3.621,9.462932,105.74012,1.750702,,,,
193643/500000,940,148,-79.247,7.990314,106.797325,1.826455,,,,
193890/500000,941,247,-51.218,7.559045,98.345001,1.890852,,,,
194331/500000,942,441,3.671,7.087138,99.062378,1.992458,,,,
194565/500000,943,234,-32.375,14.40761,108.333115,1.712438,,,,
195007/500000,944,442,55.045,7.276224,107.087654,1.823565,,,,
195078/500000,945,71,-94.586,9.884841,102.4104,1.956309,,,,
195537/500000,946,459,35.477,9.688204,107.267311,1.791612,,,,
196203/500000,947,666,80.964,8.255875,101.07328,1.982512,,,,
196713/500000,948,510,89.89,8.809417,101.315796,1.992889,,,,
196812/500000,949,99,-92.388,13.92219,99.560608,2.00305,,,,
196941/500000,950,129,-86.584,9.709993,113.780762,1.721769,,,,
197564/500000,951,623,65.144,8.188335,105.070778,1.840597,,,,
197738/500000,952,174,-53.43,6.703926,95.895409,2.062504,,,,
197848/500000,953,110,-86.476,5.620524,94.232979,2.190006,,,,
198151/500000,954,303,-28.079,7.194952,105.442688,1.843104,,,,
198243/500000,955,92,-92.645,6.44115,92.561005,2.195251,,,,
198450/500000,956,207,-58.494,4.835046,104.917206,1.787146,,,,
198543/500000,957,93,-92.45,8.671034,108.577179,1.864656,,,,
198890/500000,958,347,6.924,8.667037,103.134544,1.86818,,,,
199203/500000,959,313,-18.073,9.128971,99.36161,1.896448,,,,
199582/500000,960,379,-4.96,9.298413,95.66835,2.132617,,,,
200584/500000,961,1002,353.286,6.948984,97.313522,2.123789,,,,
201129/500000,962,545,60.977,5.860351,101.096344,2.206621,,,,
201340/500000,963,211,-43.087,10.906831,90.395058,2.412626,,,,
202263/500000,964,923,191.522,8.156851,100.453766,2.234273,,,,
202813/500000,965,550,63.816,7.548264,99.75808,2.334579,,,,
203143/500000,966,330,49.438,6.849304,99.551918,2.243904,,,,
203540/500000,967,397,10.778,6.468744,99.995827,2.286651,,,,
203854/500000,968,314,44.809,7.66472,99.033905,2.323597,,,,
203917/500000,969,63,-96.113,10.522045,101.134201,2.327865,,,,
204186/500000,970,269,-27.904,4.573449,98.610916,2.360928,,,,
204410/500000,971,224,-40.525,5.978165,103.435791,2.308372,,,,
205271/500000,972,861,208.391,6.795388,100.982376,2.308174,,,,
205328/500000,973,57,-95.514,8.047948,97.182358,2.516233,,,,
205455/500000,974,127,-79.399,5.604002,92.374336,2.510783,,,,
206207/500000,975,752,157.77,8.031276,99.085747,2.369028,,,,
206530/500000,976,323,-13.429,4.331572,94.710144,2.481854,,,,
206661/500000,977,131,-75.48,2.323681,100.157372,2.357379,,,,
206751/500000,978,90,-94.001,3.229927,101.616051,2.488045,,,,
207753/500000,979,1002,334.482,7.219489,98.770813,2.378924,,,,
208698/500000,980,945,242.678,6.672505,99.161102,2.353537,,,,
208851/500000,981,153,-62.8,12.017738,109.754082,1.991223,,,,
208930/500000,982,79,-95.083,9.712429,98.266891,2.508274,,,,
209061/500000,983,131,-70.519,4.637489,91.076668,2.431954,,,,
209512/500000,984,451,55.199,5.727972,94.874771,2.543176,,,,
209690/500000,985,178,-50.044,10.919688,106.754456,2.004186,,,,
209884/500000,986,194,-53.086,6.895002,98.947685,2.380551,,,,
210167/500000,987,283,-13.836,6.355052,100.557106,2.45616,,,,
210570/500000,988,403,28.645,7.227839,101.833633,2.633787,,,,
211105/500000,989,535,136.257,6.911971,98.516144,2.7629,,,,
211578/500000,990,473,73.27,11.130236,106.243294,2.543215,,,,
211638/500000,991,60,-96.972,5.842757,100.246742,2.566527,,,,
211710/500000,992,72,-95.491,3.616678,109.311684,2.481152,,,,
211909/500000,993,199,-31.86,8.70316,103.395729,2.73678,,,,
212728/500000,994,819,143.019,7.793186,102.394409,2.685986,,,,
213137/500000,995,409,7.327,5.260665,95.593361,2.832129,,,,
214139/500000,996,1002,357.22,8.713458,101.469673,2.734787,,,,
214743/500000,997,604,89.719,6.698877,99.951447,2.686262,,,,
215109/500000,998,366,0.753,5.075256,103.115974,2.675152,,,,
215579/500000,999,470,42.647,6.911809,97.20118,2.904199,,,,
216175/500000,1000,596,68.708,7.68493,93.077423,2.972286,,,,
216384/500000,1001,209,-50.581,6.681058,92.104416,3.027269,,,,
216685/500000,1002,301,-19.029,8.517403,90.766594,3.020077,,,,
217085/500000,1003,400,34.751,7.051264,94.39946,3.071165,,,,
217206/500000,1004,121,-89.115,11.240747,104.871414,2.859925,,,,
218047/500000,1005,841,155.794,8.374247,92.061775,3.109539,,,,
218116/500000,1006,69,-95.963,9.834396,101.101028,2.765589,,,,
218841/500000,1007,725,97.613,7.61067,94.446938,3.067092,,,,
219018/500000,1008,177,-65.873,7.433983,103.875786,2.60688,,,,
219331/500000,1009,313,-10.741,7.441892,92.484009,3.258562,,,,
220082/500000,1010,751,211.685,5.746995,90.043816,3.131078,,,,
220153/500000,1011,71,-93.13,9.979317,96.452637,3.124131,,,,
220932/500000,1012,779,188.807,7.458667,96.620972,3.261672,,,,
221250/500000,1013,318,13.562,6.229896,94.449875,3.395651,,,,
221534/500000,1014,284,-28.111,6.496803,96.628944,3.436131,,,,
221688/500000,1015,154,-69.078,8.646747,103.135765,3.066719,,,,
222139/500000,1016,451,93.865,4.720356,92.98175,3.50371,,,,
222325/500000,1017,186,-64.305,6.879293,98.946953,3.255677,,,,
222591/500000,1018,266,-32.707,7.977091,95.88723,3.345579,,,,
222690/500000,1019,99,-90.888,6.883008,90.92524,3.592071,,,,
223692/500000,1020,1002,332.631,7.293985,94.746521,3.448803,,,,
224102/500000,1021,410,31.687,7.679764,93.142029,3.467794,,,,
224405/500000,1022,303,-10.701,9.761161,95.568466,3.429429,,,,
225099/500000,1023,694,96.952,8.606467,90.999046,3.572922,,,,
225237/500000,1024,138,-77.159,10.403016,94.475243,3.512105,,,,
225328/500000,1025,91,-93.081,6.20909,110.543991,2.799218,,,,
225603/500000,1026,275,-31.26,8.856722,98.613281,3.347823,,,,
225949/500000,1027,346,-15.642,3.72477,91.275749,3.720339,,,,
226124/500000,1028,175,-72.683,5.529637,93.104378,3.650884,,,,
226295/500000,1029,171,-77.793,9.328279,96.875,3.434942,,,,
227120/500000,1030,825,160.161,7.440675,95.346428,3.478541,,,,
227363/500000,1031,243,-3.335,7.978216,92.555954,3.601432,,,,
227905/500000,1032,542,56.99,7.500378,102.468582,3.248509,,,,
228380/500000,1033,475,29.549,6.93841,96.694801,3.338598,,,,
228700/500000,1034,320,-18.294,3.969378,93.949875,3.47242,,,,
228811/500000,1035,111,-90.469,7.517145,101.814957,3.388059,,,,
229451/500000,1036,640,74.699,7.459862,94.070992,3.534763,,,,
229700/500000,1037,249,-32.07,6.770324,93.71048,3.632807,,,,
229802/500000,1038,102,-92.012,3.293754,101.56459,3.340329,,,,
230736/500000,1039,934,160.918,8.748461,98.597229,3.587621,,,,
230842/500000,1040,106,-90.667,4.605425,95.435158,3.766294,,,,
230905/500000,1041,63,-96.069,8.730475,86.496643,3.856768,,,,
231366/500000,1042,461,34.25,6.334503,96.161568,3.653072,,,,
231706/500000,1043,340,7.334,5.440135,99.572487,3.606122,,,,
232613/500000,1044,907,276.622,6.856161,99.300507,3.669587,,,,
232673/500000,1045,60,-94.926,17.234316,102.562592,3.851171,,,,
233574/500000,1046,901,202.752,7.146488,94.719307,3.731423,,,,
233676/500000,1047,102,-91.365,12.051931,98.918037,3.679023,,,,
234678/500000,1048,1002,288.32,6.802008,100.577797,3.639362,,,,
234990/500000,1049,312,-29.011,10.230883,102.926285,3.696687,,,,
235490/500000,1050,500,98.866,7.293459,97.734421,3.77213,,,,
236492/500000,1051,1002,280.421,8.41813,99.309914,3.738379,,,,
236598/500000,1052,106,-91.086,6.539276,95.064682,3.824805,,,,
237061/500000,1053,463,24.224,9.148146,97.212677,3.736288,,,,
237740/500000,1054,679,119.996,7.564476,101.79538,3.690484,,,,
238131/500000,1055,391,0.16,4.148438,99.630737,3.614501,,,,
238572/500000,1056,441,57.21,4.329743,96.897469,3.808666,,,,
239167/500000,1057,595,61.18,5.100544,97.677879,3.871836,,,,
239509/500000,1058,342,3.559,4.418267,95.53299,3.972373,,,,
239694/500000,1059,185,-58.437,2.670913,91.250626,4.097986,,,,
239912/500000,1060,218,-35.01,7.55486,98.252739,3.847592,,,,
240488/500000,1061,576,73.698,5.426458,97.656265,4.047576,,,,
240813/500000,1062,325,-18.733,6.750807,94.589401,4.306116,,,,
241132/500000,1063,319,-11.803,7.847627,99.588158,4.090783,,,,
241315/500000,1064,183,-71.119,5.987855,94.235252,4.293674,,,,
241551/500000,1065,236,-34.125,4.32164,94.248116,4.474697,,,,
241807/500000,1066,256,-37.45,5.449084,94.312576,4.482925,,,,
242087/500000,1067,280,-41.715,7.013547,99.833374,4.163913,,,,
242269/500000,1068,182,-52.491,5.662345,100.910606,4.158947,,,,
242749/500000,1069,480,40.623,6.212004,98.942184,4.178762,,,,
243059/500000,1070,310,-3.453,5.102425,99.201302,4.205627,,,,
243791/500000,1071,732,110.109,7.906113,95.784729,4.347743,,,,
244277/500000,1072,486,22.228,5.800849,93.33638,4.422533,,,,
244544/500000,1073,267,-17.702,4.700308,100.607864,4.314497,,,,
244724/500000,1074,180,-61.064,4.906513,97.985435,4.278401,,,,
244893/500000,1075,169,-72.273,5.898784,93.543304,4.513948,,,,
245895/500000,1076,1002,392.253,6.040451,96.605492,4.30595,,,,
246421/500000,1077,526,35.629,7.396775,98.055557,4.259292,,,,
246740/500000,1078,319,0.184,6.385787,89.145897,4.457291,,,,
247268/500000,1079,528,67.212,5.842048,93.741875,4.401579,,,,
247569/500000,1080,301,-28.888,4.109151,96.056427,4.404469,,,,
247977/500000,1081,408,21.77,5.473739,89.421448,4.628179,,,,
248111/500000,1082,134,-75.473,4.389797,91.3592,4.414927,,,,
248495/500000,1083,384,28.724,6.671874,95.83358,4.309726,,,,
249460/500000,1084,965,234.152,6.703553,93.493233,4.482481,,,,
249749/500000,1085,289,-38.194,10.246082,88.685539,4.662159,,,,
250565/500000,1086,816,124.766,5.508414,92.087341,4.807008,,,,
250861/500000,1087,296,-25.364,5.169847,94.20266,5.027748,,,,
251575/500000,1088,714,140.703,5.979674,92.345215,5.002464,,,,
252061/500000,1089,486,72.808,5.335901,95.68895,4.923895,,,,
252365/500000,1090,304,-15.588,4.292595,85.126839,5.301155,,,,
252806/500000,1091,441,59.294,6.91448,93.132706,5.068586,,,,
253008/500000,1092,202,-36.465,7.087602,93.102432,5.056764,,,,
253228/500000,1093,220,-44.893,4.552548,95.773048,4.910029,,,,
254120/500000,1094,892,188.427,5.8002,95.178879,4.947687,,,,
254520/500000,1095,400,14.749,9.03837,92.48156,5.076959,,,,
254727/500000,1096,207,-29.163,3.284527,88.787422,5.156237,,,,
255135/500000,1097,408,15.948,7.107593,91.656883,5.188429,,,,
256137/500000,1098,1002,269.72,6.788251,92.079185,5.191666,,,,
256933/500000,1099,796,123.316,7.460536,89.362297,5.238156,,,,
257002/500000,1100,69,-95.322,12.96007,99.658592,5.164639,,,,
257587/500000,1101,585,93.763,6.903762,89.436646,5.259894,,,,
258037/500000,1102,450,28.527,7.403731,94.690521,5.233309,,,,
258707/500000,1103,670,143.596,5.724185,89.364952,5.372283,,,,
259709/500000,1104,1002,302.379,6.793963,93.375549,5.302835,,,,
260087/500000,1105,378,1.374,5.262758,88.235916,5.577712,,,,
260708/500000,1106,621,103.28,5.924939,96.795128,5.552801,,,,
260957/500000,1107,249,-35.235,7.273264,95.194023,5.683102,,,,
261451/500000,1108,494,57.482,5.932213,92.599792,5.671059,,,,
261718/500000,1109,267,-42.274,4.401371,92.08802,5.739604,,,,
261864/500000,1110,146,-63.01,6.808514,92.54705,5.817046,,,,
262866/500000,1111,1002,294.629,6.450578,92.659477,5.751951,,,,
